[2022-07-24T09:59:20.665Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-24T09:59:20.666Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-24T09:59:20.666Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-24T09:59:20.666Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-24T09:59:20.666Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-24T09:59:20.666Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9014
[2022-07-24T09:59:20.666Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9024
[2022-07-24T09:59:20.666Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-24T09:59:20.666Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-24T09:59:20.666Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-24T09:59:20.666Z INFO  consensus::consensus] Node qPxhgH76f462lpD7 listening to consensus messages on 0.0.0.0:9004
[2022-07-24T09:59:20.666Z INFO  node::node] Node qPxhgH76f462lpD7 successfully booted
[2022-07-24T09:59:20.666Z INFO  consensus::core] I am voter qPxhgH76f462lpD7 with nanos 900
[2022-07-24T09:59:20.833Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61230
[2022-07-24T09:59:20.833Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B1 with round number 1 with QC 0 from leader Vc59Y+4C2Tbe6e3l
[2022-07-24T09:59:20.834Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B1 with round number 1 with QC 0 from leader Vc59Y+4C2Tbe6e3l
[2022-07-24T09:59:20.834Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B1 with round number 1 with QC 0 from leader Vc59Y+4C2Tbe6e3l
[2022-07-24T09:59:20.834Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9008 (retry 0): Connection refused (os error 111)
[2022-07-24T09:59:21.420Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61245
[2022-07-24T09:59:21.461Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61258
[2022-07-24T09:59:21.515Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61271
[2022-07-24T09:59:21.586Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61275
[2022-07-24T09:59:21.598Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61286
[2022-07-24T09:59:21.668Z WARN  consensus::core] Timeout reached for round 1
[2022-07-24T09:59:21.669Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-24T09:59:21.679Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-24T09:59:21.680Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-24T09:59:21.683Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:59:21.684Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-24T09:59:21.685Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:59:21.685Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-24T09:59:21.687Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-24T09:59:21.690Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-24T09:59:21.784Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61304
[2022-07-24T09:59:21.794Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61318
[2022-07-24T09:59:21.846Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61324
[2022-07-24T09:59:21.891Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61330
[2022-07-24T09:59:21.914Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61333
[2022-07-24T09:59:21.926Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61356
[2022-07-24T09:59:21.930Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:59:21.930Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.933Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.933Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.944Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61361
[2022-07-24T09:59:21.958Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.959Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.959Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.983Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61368
[2022-07-24T09:59:21.983Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B3 with round number 3 with QC 2 from leader eBX8SSb1XMHUpHeq
[2022-07-24T09:59:21.984Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B3 with round number 3 with QC 2 from leader eBX8SSb1XMHUpHeq
[2022-07-24T09:59:21.985Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B3 with round number 3 with QC 2 from leader eBX8SSb1XMHUpHeq
[2022-07-24T09:59:21.988Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.990Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.990Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:21.999Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:22.001Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:22.001Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B2 with round number 2 with QC 0 from leader a0C1XrcoUbk6T5ZK
[2022-07-24T09:59:22.008Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61377
[2022-07-24T09:59:22.009Z INFO  consensus::core] I'm handler qPxhgH76f462lpD7 handling for block B4 with round number 4 with QC 3 from leader g8W1r6gqwqPEtbWy
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 with QC 0
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> 67FYdUXzwc/GKhTld8UVlhVbJi+Fyb0D1siE7bQ6CFY=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> FlrsQXaIt9238Pf2UoVw+Xqtcknq8NfZU1nDNTAITPQ=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> eEFo7Xzmx5rEXyXdjUYh4EU0CqSCnjMq68e0XHZgXA0=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> GuOjGJewzPGHOoM/5ra+eG4tz12c4i4IRKyiLPUMDzw=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> socujSjSWhJwRlO+MyKh9CNPX2LFOGO6DAc+eR7jj/E=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> vPxBkoQ22pPO0yYYea82GFgN5acDU/Whi5D4sRWomS0=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> 77YUpiWzTH+jqbjH4LxCPDRlvbOhIpw3H6TXxS3mFr0=
[2022-07-24T09:59:22.018Z INFO  consensus::core] Committed B2 -> Q+BRBqYTZKGlt9nk3t7Beo4dVimMI71/kDWrvC6fAFk=
[2022-07-24T09:59:22.018Z INFO  consensus::core] I'm processor qPxhgH76f462lpD7 processing for block B4 with round number 4 with QC 3 from leader g8W1r6gqwqPEtbWy
[2022-07-24T09:59:22.018Z INFO  consensus::core] I'm voter qPxhgH76f462lpD7 voting for block B4 with round number 4 with QC 3 from leader g8W1r6gqwqPEtbWy
[2022-07-24T09:59:22.019Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:59:22.019Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61391
[2022-07-24T09:59:22.019Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9020
[2022-07-24T09:59:22.029Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61400
[2022-07-24T09:59:22.042Z INFO  mempool::batch_maker] Batch zGs+IRQKmEYW6ruWF/e9BRmRNlFLTJgdQX1O9pYxXfY= contains sample tx 0
[2022-07-24T09:59:22.042Z INFO  mempool::batch_maker] Batch zGs+IRQKmEYW6ruWF/e9BRmRNlFLTJgdQX1O9pYxXfY= contains 2560 B
[2022-07-24T09:59:22.044Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 0): Connection refused (os error 111)
[2022-07-24T09:59:22.044Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9022
[2022-07-24T09:59:22.045Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9028
[2022-07-24T09:59:22.046Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9021
[2022-07-24T09:59:22.047Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9026
[2022-07-24T09:59:22.047Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9023
[2022-07-24T09:59:22.047Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9020
[2022-07-24T09:59:22.048Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9025
