[2022-07-23T16:00:14.131Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T16:00:14.132Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T16:00:14.132Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T16:00:14.132Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T16:00:14.132Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T16:00:14.132Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9011
[2022-07-23T16:00:14.132Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9021
[2022-07-23T16:00:14.132Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T16:00:14.132Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T16:00:14.132Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T16:00:14.132Z INFO  consensus::consensus] Node 7C8u87HnCrlRNAwt listening to consensus messages on 0.0.0.0:9001
[2022-07-23T16:00:14.132Z INFO  node::node] Node 7C8u87HnCrlRNAwt successfully booted
[2022-07-23T16:00:14.132Z INFO  consensus::core] I am voter 7C8u87HnCrlRNAwt with nanos 100
[2022-07-23T16:00:15.030Z INFO  network::receiver] Incoming connection established with 127.0.0.1:58225
[2022-07-23T16:00:15.052Z INFO  consensus::core] I'm handler 7C8u87HnCrlRNAwt handling for block B1 with round number 1 with QC 0 from leader Sx6wt0WHUEUitWZl
[2022-07-23T16:00:15.052Z INFO  consensus::core] I'm processor 7C8u87HnCrlRNAwt processing for block B1 with round number 1 with QC 0 from leader Sx6wt0WHUEUitWZl
[2022-07-23T16:00:15.052Z INFO  consensus::core] I'm voter 7C8u87HnCrlRNAwt voting for block B1 with round number 1 with QC 0 from leader Sx6wt0WHUEUitWZl
[2022-07-23T16:00:15.053Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T16:00:15.056Z INFO  network::receiver] Incoming connection established with 127.0.0.1:58246
[2022-07-23T16:00:15.092Z INFO  network::receiver] Incoming connection established with 127.0.0.1:58251
[2022-07-23T16:00:15.097Z INFO  consensus::core] I'm handler 7C8u87HnCrlRNAwt handling for block B2 with round number 2 with QC 1 from leader TDcP+fC5H6s6IDpF
[2022-07-23T16:00:15.099Z INFO  consensus::core] I'm processor 7C8u87HnCrlRNAwt processing for block B2 with round number 2 with QC 1 from leader TDcP+fC5H6s6IDpF
[2022-07-23T16:00:15.099Z INFO  consensus::core] I'm voter 7C8u87HnCrlRNAwt voting for block B2 with round number 2 with QC 1 from leader TDcP+fC5H6s6IDpF
[2022-07-23T16:00:15.107Z INFO  network::receiver] Incoming connection established with 127.0.0.1:58264
